Quelles sont les valeurs par défaut des modificateurs pour les classes, méthodes et champs	Quelles sont les valeurs par défaut des modificateurs pour les classes, méthodes et champs	Multiple Choice Multiple Answer	1	5	0	0	0	0
Définir le polymorphisme	Définir le polymorphisme	Multiple Choice Multiple Answer	1	5	0	0	0	0
Is finaly block executed if there is no exception ?	Is finaly block executed if there is no exception ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Wich statement is true about interface and abstract classes	Wich statement is true about interface and abstract classes	Multiple Choice Multiple Answer	1	5	0	0	0	0
Unboxing of a null reference type will return a null	Unboxing of a null reference type will return a null	Multiple Choice Multiple Answer	1	5	0	0	0	0
Java est un langage	Java est un langage	Multiple Choice Multiple Answer	1	5	0	0	0	0
Java est un langage développé par	Java est un langage développé par	Multiple Choice Multiple Answer	1	5	0	0	0	0
qu’affichera l’instruction suivante?B monB=new B(2003)	qu’affichera l’instruction suivante?B monB=new B(2003)	Multiple Choice Multiple Answer	1	5	0	0	0	0
La liaison tardive est essentielle pour assurer	La liaison tardive est essentielle pour assurer	Multiple Choice Multiple Answer	1	5	0	0	0	0
Définir le proncipe de l'encapsulation	Définir le proncipe de l'encapsulation	Multiple Choice Multiple Answer	1	5	0	0	0	0
Lequel n'a pas sa place parmi ces choix :	Lequel n'a pas sa place parmi ces choix :	Multiple Choice Multiple Answer	1	5	0	0	0	0
Lequel de ces identificateurs est incorrect :	Lequel de ces identificateurs est incorrect :	Multiple Choice Multiple Answer	1	5	0	0	0	0
Pour déclarer une variable de type primitif int qui a pour nom jour, il faut écrire :	Pour déclarer une variable de type primitif int qui a pour nom jour, il faut écrire :	Multiple Choice Multiple Answer	1	5	0	0	0	0
Pour spécifier que la valeur d'une variable ne peut changer, on la déclare comme une constante avec le mot réservé :	Pour spécifier que la valeur d'une variable ne peut changer, on la déclare comme une constante avec le mot réservé :	Multiple Choice Multiple Answer	1	5	0	0	0	0
Définir le polymorphisme	Définir le polymorphisme	Multiple Choice Multiple Answer	1	5	0	0	0	0
L'encapsulation en c# ?	L'encapsulation en c# ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Laquelle des déclarations suivantes est une méthode d'extension valable ?	Laquelle des déclarations suivantes est une méthode d'extension valable ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quel moteur de jeu est utilisé pour le C# et le javascript ?	Quel moteur de jeu est utilisé pour le C# et le javascript ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quel(les) est(sont) la(les) signification(s) du mot clé using ?	Quel(les) est(sont) la(les) signification(s) du mot clé using ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Les spécifications Java décrivent [2 réponses]	Les spécifications Java décrivent [2 réponses]	Multiple Choice Multiple Answer	1	5	0	0	0	0
A propos de Java, on prétend que [3 réponses]	A propos de Java, on prétend que [3 réponses]	Multiple Choice Multiple Answer	1	5	0	0	0	0
Un fichier .class contient	Un fichier .class contient	Multiple Choice Multiple Answer	1	5	0	0	0	0
Laquelle parmi ces propositions n’est pas une édition Java?	Laquelle parmi ces propositions n’est pas une édition Java?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle proposition relative aux bibliothèques Java standard du SDK est juste:	Quelle proposition relative aux bibliothèques Java standard du SDK est juste:	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle API ne fait PAS partie du Core Java	Quelle API ne fait PAS partie du Core Java	Multiple Choice Multiple Answer	1	5	0	0	0	0
Dans la liste suivante quels sont les mots clés java	Dans la liste suivante quels sont les mots clés java	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle est la méthode dans les services de classe HttpServlet est la requête HTTP POST (Choisissez une seule réponse)	Quelle est la méthode dans les services de classe HttpServlet est la requête HTTP POST (Choisissez une seule réponse)	Multiple Choice Multiple Answer	1	5	0	0	0	0
Les Enterprise Java Beans	Les Enterprise Java Beans	Multiple Choice Multiple Answer	1	5	0	0	0	0
Les termes Entreprise Java Beans et les Java Beans font références aux mêmes composants ?	Les termes Entreprise Java Beans et les Java Beans font références aux mêmes composants ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
A propos d’une Application Web JEE, quelles propositions sont vraies ? [2 réponses]	A propos d’une Application Web JEE, quelles propositions sont vraies ? [2 réponses]	Multiple Choice Multiple Answer	1	5	0	0	0	0
Les Java Server Faces (JSF)	Les Java Server Faces (JSF)	Multiple Choice Multiple Answer	1	5	0	0	0	0
Java Messaging Service (JMS)	Java Messaging Service (JMS)	Multiple Choice Multiple Answer	1	5	0	0	0	0
La meilleure façon d’accéder une base de données dans une application JEE standard	La meilleure façon d’accéder une base de données dans une application JEE standard	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle série n’est pas complètement constituée de mots réservés du langage Java ?	Quelle série n’est pas complètement constituée de mots réservés du langage Java ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
(Spring) Parmi les modules suivants, lesquels entre dans la composition du framework Spring 3.0 ?	(Spring) Parmi les modules suivants, lesquels entre dans la composition du framework Spring 3.0 ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Le design pattern MVC est composé des design patterns :	Le design pattern MVC est composé des design patterns :	Multiple Choice Multiple Answer	1	5	0	0	0	0
Le design pattern Singleton est un design pattern de :	Le design pattern Singleton est un design pattern de :	Multiple Choice Multiple Answer	1	5	0	0	0	0
(Struts) Lors de la création d’un nouveau package pour votre application dans le fichier struts.xml, le package doit directement ou indirectement hérité du package « struts-default ».	(Struts) Lors de la création d’un nouveau package pour votre application dans le fichier struts.xml, le package doit directement ou indirectement hérité du package « struts-default ».	Multiple Choice Multiple Answer	1	5	0	0	0	0
(Struts) Quelle constante est utilisée pour indiquer que le fichier de configuration struts.xml doit être rechargé lorsqu’il est modifié ?	(Struts) Quelle constante est utilisée pour indiquer que le fichier de configuration struts.xml doit être rechargé lorsqu’il est modifié ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Que signifie ‘Extensible’ dans l’acronyme XML?	Que signifie ‘Extensible’ dans l’acronyme XML?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Que signifie ‘Markup Language’ dans l’acronyme XML?	Que signifie ‘Markup Language’ dans l’acronyme XML?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Pourquoi utilise-t-on un parseur XML? [2 réponses] 	Pourquoi utilise-t-on un parseur XML? [2 réponses] 	Multiple Choice Multiple Answer	1	5	0	0	0	0
"Quelles exigences doit remplir un document “well-formed"" (bien formé) ?"	"Quelles exigences doit remplir un document “well-formed"" (bien formé) ?"	Multiple Choice Multiple Answer	1	5	0	0	0	0
Pourquoi utilise-t-on un Schéma ou une DTD? [2 réponses]	Pourquoi utilise-t-on un Schéma ou une DTD? [2 réponses]	Multiple Choice Multiple Answer	1	5	0	0	0	0
A quoi servent les espaces de noms (XML Namespaces) dans un document XML ?	A quoi servent les espaces de noms (XML Namespaces) dans un document XML ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle proposition est vraie?	Quelle proposition est vraie?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Parmi les applications XML suivantes, lesquelles sont des standards W3C? [2 réponses]	Parmi les applications XML suivantes, lesquelles sont des standards W3C? [2 réponses]	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle proposition est vraie quand on parle des Web Services ?	Quelle proposition est vraie quand on parle des Web Services ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Parmi les propositions suivantes, laquelle est une API pour les parseurs XML?	Parmi les propositions suivantes, laquelle est une API pour les parseurs XML?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Que signifie PHP ?	Que signifie PHP ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle fonction retourne la longueur d'une chaîne de texte ?	Quelle fonction retourne la longueur d'une chaîne de texte ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle est l'utilité de l'opérateur || ?	Quelle est l'utilité de l'opérateur || ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelles valeurs peut prendre le type booléen ?	Quelles valeurs peut prendre le type booléen ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Dans le cas d'envoi d'informations plus ou moins sensibles par formulaire, quelle méthode utilisera-t-on de préférence ?	Dans le cas d'envoi d'informations plus ou moins sensibles par formulaire, quelle méthode utilisera-t-on de préférence ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle fonction retire un élément de la fin d'un tableau ?	Quelle fonction retire un élément de la fin d'un tableau ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Dans quel tableau de données retrouve-t-on les cookies du visiteur ?	Dans quel tableau de données retrouve-t-on les cookies du visiteur ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle fonction permet de lire le résultat d'une ressources MySQL renvoyée par mysql_query() ?	Quelle fonction permet de lire le résultat d'une ressources MySQL renvoyée par mysql_query() ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle fonction permet d'effacer un fichier ?	Quelle fonction permet d'effacer un fichier ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Comment définit-on le constructeur d'une classe (compatible PHP3/4/5) ?	Comment définit-on le constructeur d'une classe (compatible PHP3/4/5) ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Laquelle de ces écritures n’est pas correcte pour commenter en PHP ?	Laquelle de ces écritures n’est pas correcte pour commenter en PHP ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Si le session_cache_expire() n’est pas défini alors par défaut, le cache de session expirera après :	Si le session_cache_expire() n’est pas défini alors par défaut, le cache de session expirera après :	Multiple Choice Multiple Answer	1	5	0	0	0	0
Comment vérifier la syntaxe d'une adresse e-mail contenue dans la variable $email ?	Comment vérifier la syntaxe d'une adresse e-mail contenue dans la variable $email ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Comment peut-on trier un tableau en ordre inverse ?	Comment peut-on trier un tableau en ordre inverse ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Comment vérifie-t-on l'égalité de deux variables : $a et $b ?	Comment vérifie-t-on l'égalité de deux variables : $a et $b ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle instruction permet d'ouvrir un fichier en écriture afin d'ajouter des données à la fin de son contenu ?	Quelle instruction permet d'ouvrir un fichier en écriture afin d'ajouter des données à la fin de son contenu ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Comment définit-on une constante ?	Comment définit-on une constante ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle fonction retourne le nombre de secondes écoulées depuis le 1er janvier 1970 ?	Quelle fonction retourne le nombre de secondes écoulées depuis le 1er janvier 1970 ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Comment mémorise-t-on de façon pratique une variable d'un script à l'autre sur un serveur web ?	Comment mémorise-t-on de façon pratique une variable d'un script à l'autre sur un serveur web ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle ligne permet de rediriger tout sauf le fichier xml ?	Quelle ligne permet de rediriger tout sauf le fichier xml ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Peut-on limiter la taille des fichiers uploadés dans Apache ?	Peut-on limiter la taille des fichiers uploadés dans Apache ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Que fait cette commande « tar xzvf exempledossier.tar.gz » ?	Que fait cette commande « tar xzvf exempledossier.tar.gz » ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Que fait cette commande « tar czvf dossiertestexemple.tgz www» ?	Que fait cette commande « tar czvf dossiertestexemple.tgz www» ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Pour enlever les résultats en double dans le résultat d’une requête SELECT on utilise le mot clé :	Pour enlever les résultats en double dans le résultat d’une requête SELECT on utilise le mot clé :	Multiple Choice Multiple Answer	1	5	0	0	0	0
Le contrôle d’accés à MySQL est sécurisé avec ?	Le contrôle d’accés à MySQL est sécurisé avec ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Que va définir le « Document root » dans apache ?	Que va définir le « Document root » dans apache ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Laquelle de ces commandes effacera les données ainsi que la structure de la table ?	Laquelle de ces commandes effacera les données ainsi que la structure de la table ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Un objet ez publish peut avoir :	Un objet ez publish peut avoir :	Multiple Choice Multiple Answer	1	5	0	0	0	0
Dans quel dossier se trouve les templates du design hotel de l’extension vacances ?	Dans quel dossier se trouve les templates du design hotel de l’extension vacances ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Indiquez le chemin et le fichier où se trouvent les settings globaux du site.	Indiquez le chemin et le fichier où se trouvent les settings globaux du site.	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quel est le numero de node principale de toute instance ezpublish ?	Quel est le numero de node principale de toute instance ezpublish ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Est-ce possible de dire à ezpublish de donner les droits a toutes les classes sauf une pour un utilisateur ( c.a.d sur une ligne ) ?	Est-ce possible de dire à ezpublish de donner les droits a toutes les classes sauf une pour un utilisateur ( c.a.d sur une ligne ) ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Ecrire un fetch qui prend toutes les objets de classe « articles_hotel » a partir du nœud 2, dans une profondeur maximum de 10, et limiter a 20 objets.	Ecrire un fetch qui prend toutes les objets de classe « articles_hotel » a partir du nœud 2, dans une profondeur maximum de 10, et limiter a 20 objets.	Multiple Choice Multiple Answer	1	5	0	0	0	0
Qu’est ce que l’API ezpublish ?	Qu’est ce que l’API ezpublish ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle est la syntaxe correcte d’inclusion de template ?	Quelle est la syntaxe correcte d’inclusion de template ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Combien de variable peut on passer en parametre dans une inclusion de template ?	Combien de variable peut on passer en parametre dans une inclusion de template ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
La variable $current_user est elle disponible depuis le $module_result_content ?	La variable $current_user est elle disponible depuis le $module_result_content ?	Multiple Choice Multiple Answer	1	5	0	0	0	0
à l'intérieur de quel élément HTML mettons nous le JavaScript?	à l'intérieur de quel élément HTML mettons nous le JavaScript?	Multiple Choice Multiple Answer	1	5	0	0	0	0
"Quelle est la syntaxe JavaScript correcte pour écrire ""Hello World""?"	"Quelle est la syntaxe JavaScript correcte pour écrire ""Hello World""?"	Multiple Choice Multiple Answer	1	5	0	0	0	0
"Comment appelez-vous une fonction nommée ""myFunction""?"	"Comment appelez-vous une fonction nommée ""myFunction""?"	Multiple Choice Multiple Answer	1	5	0	0	0	0
"Comment écrivez-vous une instruction conditionnelle pour l'exécution de certaines déclarations que si ""i"" est égal à 5?"	"Comment écrivez-vous une instruction conditionnelle pour l'exécution de certaines déclarations que si ""i"" est égal à 5?"	Multiple Choice Multiple Answer	1	5	0	0	0	0
Combien de types différents de boucles existent en JavaScript?	Combien de types différents de boucles existent en JavaScript?	Multiple Choice Multiple Answer	1	5	0	0	0	0
"Comment commence une boucle ""for""?"	"Comment commence une boucle ""for""?"	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle est la manière correcte pour écrire un tableau JavaScript?	Quelle est la manière correcte pour écrire un tableau JavaScript?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Comment arrondissez-vous le nombre 8,25 au nombre entier le plus proche?	Comment arrondissez-vous le nombre 8,25 au nombre entier le plus proche?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Comment trouvez-vous le plus grand nombre entre 6 et 8?	Comment trouvez-vous le plus grand nombre entre 6 et 8?	Multiple Choice Multiple Answer	1	5	0	0	0	0
"Quelle est la syntaxe JavaScript correcte pour ouvrir une nouvelle fenêtre appelée ""window5""?"	"Quelle est la syntaxe JavaScript correcte pour ouvrir une nouvelle fenêtre appelée ""window5""?"	Multiple Choice Multiple Answer	1	5	0	0	0	0
Comment mettez-vous un message dans la barre d'état du navigateur?	Comment mettez-vous un message dans la barre d'état du navigateur?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Comment trouvez-vous le nom du navigateur du client?	Comment trouvez-vous le nom du navigateur du client?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Vous définissez un tableau à l'aide	Vous définissez un tableau à l'aide	Multiple Choice Multiple Answer	1	5	0	0	0	0
Onclick est équivalent à deux événements dans l'ordre	Onclick est équivalent à deux événements dans l'ordre	Multiple Choice Multiple Answer	1	5	0	0	0	0
qu’est-ce qui décrit le mieux void?	qu’est-ce qui décrit le mieux void?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelle propriété voudriez-vous utiliser pour rediriger les visiteurs vers une autre page?	Quelle propriété voudriez-vous utiliser pour rediriger les visiteurs vers une autre page?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Vous êtes un concepteur de sites Web juniors. Votre entreprise vous attribue un projet JavaScript. Lequel des éléments suivants est un avantage de l'utilisation de JavaScript pour la validation du formulaire?	Vous êtes un concepteur de sites Web juniors. Votre entreprise vous attribue un projet JavaScript. Lequel des éléments suivants est un avantage de l'utilisation de JavaScript pour la validation du formulaire?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Votre entreprise vous attribue projet JavaScript. Avec l'objet DATE, laquelle des options suivantes vous permet d'appeler une fonction basée sur un temps écoulé?	Votre entreprise vous attribue projet JavaScript. Avec l'objet DATE, laquelle des options suivantes vous permet d'appeler une fonction basée sur un temps écoulé?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Vous travaillez sur un projet JavaScript. Quelle syntaxe est utilisée pour redémarrer le plus boucle interne?	Vous travaillez sur un projet JavaScript. Quelle syntaxe est utilisée pour redémarrer le plus boucle interne?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Vous travaillez sur un projet JavaScript. Lequel des éléments suivants décrit correctement les relations de JavaScript et des «objets»?	Vous travaillez sur un projet JavaScript. Lequel des éléments suivants décrit correctement les relations de JavaScript et des «objets»?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Vous travaillez sur un projet JavaScript. Comment pensez-vous inviter les utilisateurs avec des messages et en même temps demander des saisies de l'utilisateur?	Vous travaillez sur un projet JavaScript. Comment pensez-vous inviter les utilisateurs avec des messages et en même temps demander des saisies de l'utilisateur?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Lequel des éléments suivants est la syntaxe correcte du for?	Lequel des éléments suivants est la syntaxe correcte du for?	Multiple Choice Multiple Answer	1	5	0	0	0	0
"Dans votre code JavaScript, comment pouvez-vous savoir quel caractère se situe à la 5e position de la chaîne ""Comment vas-tu""?"	"Dans votre code JavaScript, comment pouvez-vous savoir quel caractère se situe à la 5e position de la chaîne ""Comment vas-tu""?"	Multiple Choice Multiple Answer	1	5	0	0	0	0
Lequel des éléments suivants utilisez-vous pour une structure conditionnelle multiple?	Lequel des éléments suivants utilisez-vous pour une structure conditionnelle multiple?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Vous souhaitez concevoir un mécanisme de validation de formulaire. En utilisant des méthodes de chaîne, quelles sont les étapes?	Vous souhaitez concevoir un mécanisme de validation de formulaire. En utilisant des méthodes de chaîne, quelles sont les étapes?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Lequel des éléments suivants est la version minimum de navigateur qui prend en charge JavaScript 	Lequel des éléments suivants est la version minimum de navigateur qui prend en charge JavaScript 	Multiple Choice Multiple Answer	1	5	0	0	0	0
en vertu duquel les conditions suivantes aurez-vous besoin d'inclure des points-virgules sur une ligne de code?	en vertu duquel les conditions suivantes aurez-vous besoin d'inclure des points-virgules sur une ligne de code?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelles versions JavaScript sont valides?	Quelles versions JavaScript sont valides?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelles sont les langages que vous considérez comme étant similaire à JavaScript?	Quelles sont les langages que vous considérez comme étant similaire à JavaScript?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Vous prévoyez le codage de votre projet. Quand les références des objets doivent-elles être prêtes?	Vous prévoyez le codage de votre projet. Quand les références des objets doivent-elles être prêtes?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Lequel des éléments suivants décrit correctement les cookies?	Lequel des éléments suivants décrit correctement les cookies?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Un programme écrit en JavaScript est conduit par	Un programme écrit en JavaScript est conduit par	Multiple Choice Multiple Answer	1	5	0	0	0	0
Quelles sont les relations JavaScript avec la plate-forme d'exploitation sous-jacent?	Quelles sont les relations JavaScript avec la plate-forme d'exploitation sous-jacent?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Lorsque vous prévoyez les noms de variables JavaScript, le premier caractère doit être?	Lorsque vous prévoyez les noms de variables JavaScript, le premier caractère doit être?	Multiple Choice Multiple Answer	1	5	0	0	0	0
Lors de la création page web avec Javascript, pourquoi devriez-vous inclure explicitement l'objet Window dans vos codes?	Lors de la création page web avec Javascript, pourquoi devriez-vous inclure explicitement l'objet Window dans vos codes?	Multiple Choice Multiple Answer	1	5	0	0	0	0
